"fact_id","hut_id","zanik_id","objekt","typ_objektu","kategorie","navrh_pole_katalogu","hodnota","zdroj_url","zdroj_nazev","zdroj_web","datum_zdroje","povaha_zdroje","casova_povaha","jistota","poznamka","overeno_k"
"FACT-0071","HUT-0014","neuvedeno","Rýchorská bouda","aktivní chata","gps","gps","50.6602003, 15.8504311","https://www.krkonose.eu/rychorska-bouda","Rýchorská bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0072","HUT-0014","neuvedeno","Rýchorská bouda","aktivní chata","kontakt","telefon","+420 777 045 673","https://www.krkonose.eu/rychorska-bouda","Rýchorská bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0073","HUT-0014","neuvedeno","Rýchorská bouda","aktivní chata","vlastnictví","historické_milniky","KRNAP objekt vlastní od roku 1976.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-rychorska-bouda-284486","Rýchorská bouda: Majitelku Němku po válce vyhnali. Místo zachránil KRNAP","Seznam Zprávy","2025-08-24","redakční článek","stabilní","B","","2026-07-22"
"FACT-0074","HUT-0014","neuvedeno","Rýchorská bouda","aktivní chata","rekonstrukce","historické_milniky","V letech 1980–1985 proběhla rekonstrukce pro potřeby ekologické výchovy; článek uvádí náklady osm milionů československých korun.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-rychorska-bouda-284486","Rýchorská bouda: Majitelku Němku po válce vyhnali. Místo zachránil KRNAP","Seznam Zprávy","2025-08-24","redakční článek","stabilní","B","","2026-07-22"
"FACT-0075","HUT-0014","neuvedeno","Rýchorská bouda","aktivní chata","provoz","zajimavost","Současný profil zdůrazňuje spojení ubytovacího provozu s ekologickým chovem skotu a péčí o louky.","https://www.krkonose.eu/rychorska-bouda","Rýchorská bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0076","neuvedeno","neuvedeno","Maxova bouda / Maxhütte","zaniklá bouda / kandidát","rok_vzniku","rok_vzniku","1892","https://www.seznamzpravy.cz/clanek/magazin-cestovani-rychorska-bouda-284486","Rýchorská bouda: Majitelku Němku po válce vyhnali. Místo zachránil KRNAP","Seznam Zprávy","2025-08-24","redakční článek","stabilní","B","Kandidát k doplnění do zaniklého katalogu; vyžaduje druhý nezávislý zdroj a přesnou polohu/rok zániku.","2026-07-22"
"FACT-0077","neuvedeno","neuvedeno","Maxova bouda / Maxhütte","zaniklá bouda / kandidát","původ stavby","popis","Objekt vznikl přenesením pavilonu z Jubilejní zemské výstavy v Praze roku 1891, který daroval průmyslník Max Hirsch.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-rychorska-bouda-284486","Rýchorská bouda: Majitelku Němku po válce vyhnali. Místo zachránil KRNAP","Seznam Zprávy","2025-08-24","redakční článek","stabilní","B","Kandidát k doplnění do zaniklého katalogu; vyžaduje druhý nezávislý zdroj a přesnou polohu/rok zániku.","2026-07-22"
"FACT-0078","neuvedeno","neuvedeno","Maxova bouda / Maxhütte","zaniklá bouda / kandidát","rozměry","zajimavost","Článek uvádí rozměr pavilonu přibližně 7,7 × 6 m.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-rychorska-bouda-284486","Rýchorská bouda: Majitelku Němku po válce vyhnali. Místo zachránil KRNAP","Seznam Zprávy","2025-08-24","redakční článek","stabilní","B","Kandidát k doplnění do zaniklého katalogu; vyžaduje druhý nezávislý zdroj a přesnou polohu/rok zániku.","2026-07-22"
"FACT-0079","neuvedeno","neuvedeno","Maxova bouda / Maxhütte","zaniklá bouda / kandidát","zánik","rok_zaniku","Článek z roku 2025 uvádí, že Maxova bouda zanikla přibližně před sedmdesáti lety; přesný rok z něj nelze bezpečně určit.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-rychorska-bouda-284486","Rýchorská bouda: Majitelku Němku po válce vyhnali. Místo zachránil KRNAP","Seznam Zprávy","2025-08-24","redakční článek","stabilní","C","Kandidát k doplnění do zaniklého katalogu; vyžaduje druhý nezávislý zdroj a přesnou polohu/rok zániku.","2026-07-22"
"FACT-0080","HUT-0015","neuvedeno","Bouda Jelenka","aktivní chata","výška","nadmorska_vyska","1260 m n. m.","https://www.krkonose.eu/bouda-jelenka","Bouda Jelenka","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0081","HUT-0015","neuvedeno","Bouda Jelenka","aktivní chata","poloha","pristup","Leží na hlavním hřebeni mezi Horní Malou Úpou a Sněžkou, přibližně 3,5 km od vrcholu Sněžky.","https://www.krkonose.eu/bouda-jelenka","Bouda Jelenka","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0082","HUT-0015","neuvedeno","Bouda Jelenka","aktivní chata","historie","rok_vzniku","Současnou chatu nechal roku 1936 postavit hrabě Czernin-Morzin.","https://www.krkonose.eu/bouda-jelenka","Bouda Jelenka","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0083","HUT-0015","neuvedeno","Bouda Jelenka","aktivní chata","historické názvy","nazvy_historicke","Emma-Quelle-Baude / Emma-quelle Baude, podle pramene Emmy.","https://www.krkonose.eu/bouda-jelenka","Bouda Jelenka","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0084","HUT-0015","neuvedeno","Bouda Jelenka","aktivní chata","kapacita","kapacita_luzek","Stránka uvádí v různých částech 25 a 26 lůžek; údaj je interně rozporný.","https://www.krkonose.eu/bouda-jelenka","Bouda Jelenka","Krkonose.eu","neuvedeno","oficiální destinační web","sporné / rozpor","C","","2026-07-22"
"FACT-0085","HUT-0015","neuvedeno","Bouda Jelenka","aktivní chata","gps","gps","50.7418350, 15.7779764","https://www.krkonose.eu/bouda-jelenka","Bouda Jelenka","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0086","HUT-0015","neuvedeno","Bouda Jelenka","aktivní chata","kontakt","telefon","+420 499 895 105","https://www.krkonose.eu/bouda-jelenka","Bouda Jelenka","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0087","HUT-0007","neuvedeno","Špindlerova bouda","aktivní chata","výška","nadmorska_vyska","1208 m n. m.","https://www.krkonose.eu/hotel-spindlerova-bouda-0","Hotel Špindlerova Bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0088","HUT-0007","neuvedeno","Špindlerova bouda","aktivní chata","historie","historické_milniky","Předchůdce na lokalitě je uváděn od roku 1784; Franz Spindler vybudoval boudu roku 1824.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-spindlerova-bouda-historie-283478","Legendární Špindlerovka je dnes moderní hotel. Provoz nezastavily ani požáry","Seznam Zprávy","2025-09-07","redakční článek","stabilní","B","","2026-07-22"
"FACT-0089","HUT-0007","neuvedeno","Špindlerova bouda","aktivní chata","historie","historické_milniky","Bouda vyhořela roku 1826 a byla znovu postavena.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-spindlerova-bouda-historie-283478","Legendární Špindlerovka je dnes moderní hotel. Provoz nezastavily ani požáry","Seznam Zprávy","2025-09-07","redakční článek","stabilní","B","","2026-07-22"
"FACT-0090","HUT-0007","neuvedeno","Špindlerova bouda","aktivní chata","historie","vlastnici_historicti","Johann Hollmann ji převzal roku 1855 a rozvinul jako horský hotel.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-spindlerova-bouda-historie-283478","Legendární Špindlerovka je dnes moderní hotel. Provoz nezastavily ani požáry","Seznam Zprávy","2025-09-07","redakční článek","stabilní","B","","2026-07-22"
"FACT-0091","HUT-0007","neuvedeno","Špindlerova bouda","aktivní chata","požár","historické_milniky","Požár roku 2005 zasáhl přístavbu, nikoli hlavní historickou budovu.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-spindlerova-bouda-historie-283478","Legendární Špindlerovka je dnes moderní hotel. Provoz nezastavily ani požáry","Seznam Zprávy","2025-09-07","redakční článek","stabilní","B","","2026-07-22"
"FACT-0092","HUT-0007","neuvedeno","Špindlerova bouda","aktivní chata","kapacita","kapacita_luzek","153 lůžek.","https://www.krkonose.eu/hotel-spindlerova-bouda-0","Hotel Špindlerova Bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0093","HUT-0007","neuvedeno","Špindlerova bouda","aktivní chata","gps","gps","50.7623078, 15.6354103","https://www.krkonose.eu/hotel-spindlerova-bouda-0","Hotel Špindlerova Bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0094","HUT-0007","neuvedeno","Špindlerova bouda","aktivní chata","kontakt","telefon","+420 725 855 397","https://www.krkonose.eu/hotel-spindlerova-bouda-0","Hotel Špindlerova Bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0095","HUT-0007","neuvedeno","Špindlerova bouda","aktivní chata","doprava","pristup","K objektu vede silnice a autobusová linka ze Špindlerova Mlýna; jízdní řád je dynamický údaj.","https://www.krkonose.eu/hotel-spindlerova-bouda-0","Hotel Špindlerova Bouda","Krkonose.eu","neuvedeno","oficiální destinační web","dynamické – ověřit před publikací","A","","2026-07-22"
"FACT-0096","HUT-0005","neuvedeno","Martinova bouda","aktivní chata","výška","nadmorska_vyska","1288 m n. m.","https://www.krkonose.eu/martinova-bouda","Martinova bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0097","HUT-0005","neuvedeno","Martinova bouda","aktivní chata","kapacita","kapacita_luzek","42 lůžek.","https://www.krkonose.eu/martinova-bouda","Martinova bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0098","HUT-0005","neuvedeno","Martinova bouda","aktivní chata","gps","gps","50.7721147, 15.5753078","https://www.krkonose.eu/martinova-bouda","Martinova bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0099","HUT-0005","neuvedeno","Martinova bouda","aktivní chata","kontakt","telefon","+420 499 422 235","https://www.krkonose.eu/martinova-bouda","Martinova bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0100","HUT-0005","neuvedeno","Martinova bouda","aktivní chata","historie","rok_vzniku","Krkonose.eu uvádí rok 1795 a zakladatele Martina Erlebacha.","https://www.krkonose.eu/martinova-bouda","Martinova bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0101","HUT-0005","neuvedeno","Martinova bouda","aktivní chata","historie","rok_vzniku","Seznam Zprávy rozebírají často uváděný rok 1642, ale upozorňují, že objekt chybí na Grauparově mapě z roku 1765; rok vzniku je tedy sporný.","https://www.seznamzpravy.cz/clanek/magazin-historie-martinova-bouda-krkonose-historie-majitel-285930","Martinovka si zahrála ve filmu Sněženky a machři. Zdejší kamna jsou unikátní","Seznam Zprávy","2025-09-14","redakční článek","sporné / rozpor","C","","2026-07-22"
"FACT-0102","HUT-0005","neuvedeno","Martinova bouda","aktivní chata","osobnosti","zajimavost","Martina Navrátilová zde strávila část raného dětství, učila se lyžovat a podle zdrojů byla po boudě pojmenována.","https://www.seznamzpravy.cz/clanek/magazin-historie-martinova-bouda-krkonose-historie-majitel-285930","Martinovka si zahrála ve filmu Sněženky a machři. Zdejší kamna jsou unikátní","Seznam Zprávy","2025-09-14","redakční článek","stabilní","B","","2026-07-22"
"FACT-0103","HUT-0005","neuvedeno","Martinova bouda","aktivní chata","film","zajimavost","Bouda se objevila ve filmech Jak vytrhnout velrybě stoličku a Sněženky a machři.","https://www.krkonose.eu/martinova-bouda","Martinova bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0104","HUT-0005","neuvedeno","Martinova bouda","aktivní chata","stavba","historické_milniky","V 50. letech 20. století bylo podle článku přistavěno další podlaží.","https://www.seznamzpravy.cz/clanek/magazin-historie-martinova-bouda-krkonose-historie-majitel-285930","Martinovka si zahrála ve filmu Sněženky a machři. Zdejší kamna jsou unikátní","Seznam Zprávy","2025-09-14","redakční článek","stabilní","B","","2026-07-22"
"FACT-0105","HUT-0011","neuvedeno","Bouda u Bílého Labe","aktivní chata","výška","nadmorska_vyska","1000 m n. m.","https://www.krkonose.eu/bouda-u-bileho-labe","Bouda u Bílého Labe","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0106","HUT-0011","neuvedeno","Bouda u Bílého Labe","aktivní chata","historie","rok_vzniku","Václav Hollman založil jednoduchou boudu roku 1913 jako občerstvovací místo na cestě proti toku Bílého Labe.","https://www.krkonose.eu/bouda-u-bileho-labe","Bouda u Bílého Labe","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0107","HUT-0011","neuvedeno","Bouda u Bílého Labe","aktivní chata","historie","historicky_kontext","Vznik turistického místa souvisel s úpravami koryta po velké povodni na konci 19. století a s růstem návštěvnosti údolí.","https://www.krkonose.eu/bouda-u-bileho-labe","Bouda u Bílého Labe","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0108","HUT-0011","neuvedeno","Bouda u Bílého Labe","aktivní chata","kapacita","kapacita_luzek","28 lůžek.","https://www.krkonose.eu/bouda-u-bileho-labe","Bouda u Bílého Labe","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0109","HUT-0011","neuvedeno","Bouda u Bílého Labe","aktivní chata","gps","gps","50.7409453, 15.6476136","https://www.krkonose.eu/bouda-u-bileho-labe","Bouda u Bílého Labe","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0110","HUT-0011","neuvedeno","Bouda u Bílého Labe","aktivní chata","kontakt","telefon","+420 725 841 666","https://www.krkonose.eu/bouda-u-bileho-labe","Bouda u Bílého Labe","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0111","HUT-0030","neuvedeno","Lysečinská bouda","aktivní chata","výška","nadmorska_vyska","1000 m n. m.","https://www.krkonose.eu/lysecinska-bouda","Lysečinská bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0112","HUT-0030","neuvedeno","Lysečinská bouda","aktivní chata","historie","rok_vzniku","1926","https://www.krkonose.eu/lysecinska-bouda","Lysečinská bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0113","HUT-0030","neuvedeno","Lysečinská bouda","aktivní chata","historie","historicky_kontext","Okolím vedla stará kupecká stezka mezi Maršovem, Albeřicemi a Pomezními Boudami.","https://www.krkonose.eu/lysecinska-bouda","Lysečinská bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0114","HUT-0030","neuvedeno","Lysečinská bouda","aktivní chata","tradice","zajimavost","Místní tradice spojuje stezku s cestou budoucího císaře Josefa II. roku 1779 a se studánkou Kaiserborn; jde o tradované tvrzení.","https://www.krkonose.eu/lysecinska-bouda","Lysečinská bouda","Krkonose.eu","neuvedeno","oficiální destinační web","tvrzení tradice","C","","2026-07-22"
"FACT-0115","HUT-0030","neuvedeno","Lysečinská bouda","aktivní chata","gastro","zajimavost","Oficiální profil uvádí vlastní pivo Karlův Jelen.","https://www.krkonose.eu/lysecinska-bouda","Lysečinská bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0116","HUT-0030","neuvedeno","Lysečinská bouda","aktivní chata","gps","gps","50.7127381, 15.8343953","https://www.krkonose.eu/lysecinska-bouda","Lysečinská bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0117","HUT-0030","neuvedeno","Lysečinská bouda","aktivní chata","kontakt","telefon","+420 606 107 700","https://www.krkonose.eu/lysecinska-bouda","Lysečinská bouda","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0118","HUT-0030","neuvedeno","Lysečinská bouda","aktivní chata","kapacita","kapacita_luzek","Kudy z nudy uvádí 45 lůžek; starší/odlišné katalogové zdroje mohou uvádět jinou kapacitu.","https://www.kudyznudy.cz/aktivity/lysicenska-bouda-pohoda-v-srdci-krkonos","Lysečinská bouda – pohoda v srdci Krkonoš","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","stabilní","B","","2026-07-22"
"FACT-0119","HUT-0016","neuvedeno","Pomezní bouda / historický hotel na Pomezních Boudách","aktivní chata","architektura","historické_milniky","Seznam Zprávy dokumentují přestavbu přibližně stoletého hotelu na apartmány, kino a kavárnu.","https://www.seznamzpravy.cz/clanek/magazin-architektura-stolety-hotel-na-pomeznich-boudach-prestaveli-na-apartmany-kino-a-kavarnu-295801","Stoletý hotel na Pomezních Boudách přestavěli na apartmány, kino a kavárnu","Seznam Zprávy","2026-01-13","redakční článek","aktuální stav k datu článku","B","","2026-07-22"
"FACT-0120","neuvedeno","neuvedeno","Pivovar Trautenberk","aktivní chata","historické názvy","nazvy_historicke","Objekt je na destinačním webu spojován s někdejší Tippeltovou boudou a pozdějším hotelem Družba.","https://www.krkonose.eu/pivovar-trautenberk-0","Pivovar Trautenberk","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0121","neuvedeno","neuvedeno","Pivovar Trautenberk","aktivní chata","historie","zajimavost","Krkonose.eu uvádí tvrzení, že šlo o první objekt v Malé Úpě vybavený elektřinou; superlativ je nutné citovat jako tvrzení zdroje.","https://www.krkonose.eu/pivovar-trautenberk-0","Pivovar Trautenberk","Krkonose.eu","neuvedeno","oficiální destinační web","tvrzení zdroje","B","","2026-07-22"
"FACT-0122","neuvedeno","neuvedeno","Pivovar Trautenberk","aktivní chata","výška","nadmorska_vyska","1045 m n. m.","https://www.krkonose.eu/pivovar-trautenberk-0","Pivovar Trautenberk","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0123","neuvedeno","neuvedeno","Pivovar Trautenberk","aktivní chata","kapacita","kapacita_luzek","139 lůžek.","https://www.krkonose.eu/pivovar-trautenberk-0","Pivovar Trautenberk","Krkonose.eu","neuvedeno","oficiální destinační web","dynamické – ověřit před publikací","A","","2026-07-22"
"FACT-0124","neuvedeno","neuvedeno","Penzion Andula","aktivní chata","gastro","zajimavost","Profil zmiňuje restauraci, bistro a minipivovar Fries využívající český slad, chmel a místní pramenitou vodu.","https://www.krkonose.eu/penzion-andula-0","Penzion Andula","Krkonose.eu","neuvedeno","oficiální destinační web","dynamické – ověřit před publikací","A","","2026-07-22"
"FACT-0125","HUT-0218","neuvedeno","Samotnia","aktivní chata","výška","nadmorska_vyska","1200 m n. m.","https://www.krkonose.eu/en/node/2542","Polské Krkonoše","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0126","HUT-0218","neuvedeno","Samotnia","aktivní chata","historie","historické_milniky","První písemné zmínky o stavení u jezera Mały Staw sahají podle destinačního webu do roku 1670.","https://www.krkonose.eu/en/node/2542","Polské Krkonoše","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0127","HUT-0218","neuvedeno","Samotnia","aktivní chata","historie","historické_milniky","Poslední významné rozšíření, které dotvořilo současnou podobu, proběhlo roku 1934.","https://www.krkonose.eu/en/node/2542","Polské Krkonoše","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0128","HUT-0218","neuvedeno","Samotnia","aktivní chata","poloha","pristup","Leží v Karkonoském národním parku na trase mezi Karpaczem a Sněžkou; destinační web uvádí pěší přístup.","https://www.krkonose.eu/en/node/2542","Polské Krkonoše","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0129","HUT-0218","neuvedeno","Samotnia","aktivní chata","kontakt","telefon","+48 75 761 93 76","https://www.krkonose.eu/en/node/2542","Polské Krkonoše","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0130","HUT-0218","neuvedeno","Samotnia","aktivní chata","kontakt","email","schronisko@samotnia.com.pl","https://www.krkonose.eu/en/node/2542","Polské Krkonoše","Krkonose.eu","neuvedeno","oficiální destinační web","stabilní","A","","2026-07-22"
"FACT-0131","neuvedeno","neuvedeno","Hříběcí bouda","aktivní chata","historie","rok_vzniku","Kudy z nudy klade vznik objektu do konce 17. století na staré Slezské cestě.","https://www.kudyznudy.cz/aktuality/pet-vyletu-na-hrebeny-krkonos-za-pribehy-kultovnic","Vydejte se do Krkonoš za příběhy kultovních horských bud","Kudy z nudy","neuvedeno","oficiální turistický portál / redakční text","stabilní","B","","2026-07-22"
"FACT-0132","neuvedeno","neuvedeno","Hříběcí bouda","aktivní chata","osobnosti","zajimavost","Vlasta Burian zde podle článku v 50. letech pobýval téměř rok, pomáhal s hospodářstvím a zotavoval se po osobní krizi.","https://www.kudyznudy.cz/aktuality/pet-vyletu-na-hrebeny-krkonos-za-pribehy-kultovnic","Vydejte se do Krkonoš za příběhy kultovních horských bud","Kudy z nudy","neuvedeno","oficiální turistický portál / redakční text","stabilní","B","","2026-07-22"
"FACT-0133","HUT-0027","neuvedeno","Chalupa Na Rozcestí","aktivní chata","gastro","specialita","Článek uvádí regionální jídla, například kyselo, couračku, houbového kubu, klobásy a borůvkové knedlíky či koláče; nabídka je dynamická.","https://www.kudyznudy.cz/aktuality/pet-vyletu-na-hrebeny-krkonos-za-pribehy-kultovnic","Vydejte se do Krkonoš za příběhy kultovních horských bud","Kudy z nudy","neuvedeno","oficiální turistický portál / redakční text","dynamické – ověřit před publikací","B","","2026-07-22"
"FACT-0134","neuvedeno","neuvedeno","Dvorská bouda","aktivní chata","výška","nadmorska_vyska","1325 m n. m.","https://www.kudyznudy.cz/aktivity/dvorska-bouda-v-krkonosich","Dvorská bouda v Krkonoších","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","stabilní","B","","2026-07-22"
"FACT-0135","neuvedeno","neuvedeno","Dvorská bouda","aktivní chata","kapacita","kapacita_luzek","115 lůžek.","https://www.kudyznudy.cz/aktivity/dvorska-bouda-v-krkonosich","Dvorská bouda v Krkonoších","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","stabilní","B","","2026-07-22"
"FACT-0136","neuvedeno","neuvedeno","Dvorská bouda","aktivní chata","provoz","provoz","Profil tvrdí celoroční provoz bez pravidelného uzavření; ověřit přímo u provozovatele.","https://www.kudyznudy.cz/aktivity/dvorska-bouda-v-krkonosich","Dvorská bouda v Krkonoších","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","dynamické – ověřit před publikací","B","","2026-07-22"
"FACT-0137","neuvedeno","neuvedeno","Dvorská bouda","aktivní chata","historie","rok_vzniku","1707","https://www.kudyznudy.cz/aktivity/dvorska-bouda-v-krkonosich","Dvorská bouda v Krkonoších","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","stabilní","B","","2026-07-22"
"FACT-0138","neuvedeno","neuvedeno","Dvorská bouda","aktivní chata","historie","historické_milniky","Do druhé poloviny 19. století sloužila především k chovu dobytka; od 20. let 20. století se přizpůsobovala turistice.","https://www.kudyznudy.cz/aktivity/dvorska-bouda-v-krkonosich","Dvorská bouda v Krkonoších","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","stabilní","B","","2026-07-22"
"FACT-0139","neuvedeno","neuvedeno","Dvorská bouda","aktivní chata","vlastníci","vlastnici_historicti","Rod Adolfů vlastnil boudu do roku 1945.","https://www.kudyznudy.cz/aktivity/dvorska-bouda-v-krkonosich","Dvorská bouda v Krkonoších","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","stabilní","B","","2026-07-22"
"FACT-0140","neuvedeno","neuvedeno","Dvorská bouda","aktivní chata","služby","zajimavost","Profil uvádí možnost stanování a dobíjení elektrokol.","https://www.kudyznudy.cz/aktivity/dvorska-bouda-v-krkonosich","Dvorská bouda v Krkonoších","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","dynamické – ověřit před publikací","B","","2026-07-22"
"FACT-0141","neuvedeno","neuvedeno","Dvorská bouda","aktivní chata","doprava","pristup","Zimní přeprava hostů je popisována rolbou nebo skútrem ze Strážného-Lomu; letní vjezd vyžaduje povolení. Ceny a časy jsou dynamické.","https://www.kudyznudy.cz/aktivity/dvorska-bouda-v-krkonosich","Dvorská bouda v Krkonoších","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","dynamické – ověřit před publikací","B","","2026-07-22"
"FACT-0142","HUT-0028","neuvedeno","Richtrovy boudy","aktivní chata","stav","stav","Areál tvoří Richtrova a Červená bouda; Kudy z nudy uvádí vlastnictví Policejního prezidia a nepřístupnost veřejnosti.","https://www.kudyznudy.cz/aktivity/rychtrovy-boudy-v-peci-pod-snezkou","Richtrovy boudy v Peci pod Sněžkou","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","dynamické – ověřit před publikací","B","","2026-07-22"
"FACT-0143","HUT-0010","neuvedeno","Petrova bouda","aktivní chata","historie","historické_milniky","První zmínka je podle profilu z roku 1790, kdy zde stála letní bouda.","https://www.kudyznudy.cz/aktivity/petrova-bouda-ve-spindlerove-mlyne","Petrova bouda ve Špindlerově Mlýně","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","stabilní","B","","2026-07-22"
"FACT-0144","HUT-0010","neuvedeno","Petrova bouda","aktivní chata","požár","historické_milniky","Historická Petrova bouda vyhořela 31. července 2011; na místě následně vznikla nová Petrovka.","https://www.kudyznudy.cz/aktivity/petrova-bouda-ve-spindlerove-mlyne","Petrova bouda ve Špindlerově Mlýně","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","stabilní","B","Nezařazovat jako zaniklou lokalitu: provoz chaty byl obnoven novou stavbou.","2026-07-22"
"FACT-0145","HUT-0008","neuvedeno","Erlebachova bouda","aktivní chata","výška","nadmorska_vyska","1150 m n. m.","https://www.kudyznudy.cz/aktivity/erlebachova-bouda-v-krkonosich","Erlebachova bouda v Krkonoších – Resort Sv. František","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","stabilní","B","","2026-07-22"
"FACT-0146","HUT-0008","neuvedeno","Erlebachova bouda","aktivní chata","doprava","pristup","Profil uvádí polohu asi šest kilometrů od centra Špindlerova Mlýna a možnost příjezdu autem; podmínky vjezdu ověřit.","https://www.kudyznudy.cz/aktivity/erlebachova-bouda-v-krkonosich","Erlebachova bouda v Krkonoších – Resort Sv. František","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","dynamické – ověřit před publikací","B","","2026-07-22"
"FACT-0147","HUT-0024","neuvedeno","Hrnčířské boudy","aktivní chata","poloha","oblast_cast","Osada horských bud leží v centrálních Krkonoších nad Černým Dolem a Pecí pod Sněžkou.","https://www.kudyznudy.cz/aktivity/hrncirske-boudy-v-krkonosich","Hrnčířské boudy v Krkonoších","Kudy z nudy","neuvedeno","oficiální turistický portál / profil místa","stabilní","B","","2026-07-22"
"FACT-0148","neuvedeno","neuvedeno","Pustevny – Maměnka a Libušín","aktivní chata","historie","rok_otevreni","Maměnka a Libušín byly otevřeny roku 1899; areál byl roku 1995 prohlášen národní kulturní památkou.","https://www.seznamzpravy.cz/clanek/magazin-cestovani-horske-chaty-beskydy-268613","Nejen Pustevny. Znáte příběhy 10 proslulých horských chat v Beskydech?","Seznam Zprávy","2025-01-26","redakční článek","stabilní","B","","2026-07-22"
