ID chaty,Název chaty,Země,Pohoří,Systém,Číslo / kód,Oficiální název,Detail URL,Stav,Typ shody,Jistota,Poznámka,Ověřeno k
HUT-0150,Chata pod Čertovicou,Slovensko,Nízké Tatry,Turistické známky,950,Chata pod sedlom Čertovica - Nízke Tatry,https://www.turisticke-znamky.sk/znamky/detail/chata-pod-sedlom-certovica-nizke-tatry/950,vedeno v oficiálním seznamu,shoda objektu / lokality,B,Oficiální název známky se mírně liší od názvu objektu v katalogu.,2026-07-22
HUT-0152,Útulňa Ďurková pod Chabencom,Slovensko,Nízké Tatry,Turistické známky,66,Útulňa pod Chabencom - Nízke Tatry,https://www.turisticke-znamky.sk/znamky/detail/utulna-pod-chabencom-nizke-tatry/66,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0153,Útulňa Andrejcová,Slovensko,Nízké Tatry,Turistické známky,727,Útulňa Andrejcová,https://www.turisticke-znamky.sk/znamky/detail/utulna-andrejcova/727,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0159,Chata pod Chlebom,Slovensko,Malá Fatra,Turistické známky,82,Chata pod Chlebom,https://www.turisticke-znamky.sk/znamky/detail/chata-pod-chlebom/82,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0160,Chata na Grúni,Slovensko,Malá Fatra,Turistické známky,83,Chata na Grúni,https://www.turisticke-znamky.sk/znamky/detail/chata-na-gruni/83,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0161,Chata pod Suchým,Slovensko,Malá Fatra,Turistické známky,81,Chata pod Suchým,https://www.turisticke-znamky.sk/znamky/detail/chata-pod-suchym/81,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0162,Chata na Kľačianskej Magure,Slovensko,Malá Fatra,Turistické známky,139,Chata pod Kľačianskou Magurou - Malá Fatra,https://www.turisticke-znamky.sk/znamky/detail/chata-pod-klacianskou-magurou-mala-fatra/139,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0163,Chata Vrátna,Slovensko,Malá Fatra,Turistické známky,228,Chata Vrátna,https://www.turisticke-znamky.sk/znamky/detail/chata-vratna/228,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0164,Chata Martinské hole,Slovensko,Lúčanská Malá Fatra,Turistické známky,464,Chata Martinské hole,https://www.turisticke-znamky.sk/znamky/detail/chata-martinske-hole/464,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0166,Chata pod Borišovom,Slovensko,Velká Fatra,Turistické známky,79,Chata pod Borišovom,https://www.turisticke-znamky.sk/znamky/detail/chata-pod-borisovom/79,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0167,Horský hotel Kráľova studňa,Slovensko,Velká Fatra,Turistické známky,500,Horský hotel Kráľova studňa,https://www.turisticke-znamky.sk/znamky/detail/horsky-hotel-kralova-studna/500,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0168,Horský hotel Smrekovica,Slovensko,Velká Fatra,Turistické známky,989,Horská chata Smrekovica,https://www.turisticke-znamky.sk/znamky/detail/horska-chata-smrekovica/989,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0173,Kláštorisko,Slovensko,Slovenský ráj,Turistické známky,137,Kláštorisko,https://www.turisticke-znamky.sk/znamky/detail/klastorisko/137,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0174,Chata Geravy,Slovensko,Slovenský ráj,Turistické známky,233,Chata Geravy,https://www.turisticke-znamky.sk/znamky/detail/chata-geravy/233,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0185,Chata pod Hrbom,Slovensko,Veporské vrchy,Turistické známky,520,Chata pod Hrbom,https://www.turisticke-znamky.sk/znamky/detail/chata-pod-hrbom/520,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0190,Chata Čergov,Slovensko,Čergov,Turistické známky,517,Chata Čergov,https://www.turisticke-znamky.sk/znamky/detail/chata-cergov/517,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0203,Chata Inovec,Slovensko,Považský Inovec,Turistické známky,509,Považský Inovec - Inovecká chata 798 m n. m.,https://www.turisticke-znamky.sk/znamky/detail/povazsky-inovec-inovecka-chata-798-m-n-m/509,vedeno v oficiálním seznamu,shoda objektu / lokality,B,Oficiální název známky se mírně liší od názvu objektu v katalogu.,2026-07-22
HUT-0209,Horská chata Kmínek,Slovensko,Javorníky,Turistické známky,39,Chata Kmínek,https://www.turisticke-znamky.sk/znamky/detail/chata-kminek/39,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0213,Hviezdoslavova hájovňa,Slovensko,Oravské Beskydy,Turistické známky,231,Hviezdoslavova hájovňa pod Babou horou,https://www.turisticke-znamky.sk/znamky/detail/hviezdoslavova-hajovna-pod-babou-horou/231,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0214,Chata na Kubínskej holi,Slovensko,Oravská Magura,Turistické známky,789,Chata na Kubínskej holi,https://www.turisticke-znamky.sk/znamky/detail/chata-na-kubinskej-holi/789,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0217,Dom Śląski,Polsko,Karkonosze,Turistické známky,94,Schronisko Górskie Dom Śląski - Karkonosze,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-gorskie-dom-slaski-karkonosze-c94,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0218,Samotnia,Polsko,Karkonosze,Turistické vizitky / Wander Card,PL-40,Turistická chata Samota,https://cs.wander-book.com/turisticka-chata-samota-m6888.htm,aktivní v katalogu Wander Book,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0218,Samotnia,Polsko,Karkonosze,Turistické známky,52,Karkonosze - Schronisko PTTK Samotnia,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/karkonosze-schronisko-pttk-samotnia-c52,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0219,Strzecha Akademicka,Polsko,Karkonosze,Turistické vizitky / Wander Card,PL-18,Turistická chata Akademická střecha,https://cs.wander-book.com/turisticka-chata-akademicka-strecha-m6889.htm,aktivní v katalogu Wander Book,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0219,Strzecha Akademicka,Polsko,Karkonosze,Turistické známky,39,Schronisko PTTK Strzecha Akademicka,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-strzecha-akademicka-c39,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0221,Odrodzenie,Polsko,Karkonosze,Turistické vizitky / Wander Card,PL-39,Turistická chata Odrodzenie,https://cs.wander-book.com/turisticka-chata-odrodzenie-m7075.htm,aktivní v katalogu Wander Book,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0221,Odrodzenie,Polsko,Karkonosze,Turistické známky,98,Schronisko PTTK Odrodzenie,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-odrodzenie-c98,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0223,Szrenica,Polsko,Karkonosze,Turistické vizitky / Wander Card,PL-15,Szrenica,https://cs.wander-book.com/szrenica-m6555.htm,aktivní v katalogu Wander Book,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0223,Szrenica,Polsko,Karkonosze,Turistické známky,88,Górskie Schronisko Szrenica,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/gorskie-schronisko-szrenica-c88,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0224,Hala Szrenicka,Polsko,Karkonosze,Turistické známky,99,Schronisko PTTK na Hali Szrenickiej,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-na-hali-szrenickiej-c99,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0225,Kamieńczyk,Polsko,Karkonosze,Turistické známky,29,Schronisko Kamieńczyk,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-kamienczyk-c29,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0227,Na Przełęczy Okraj,Polsko,Karkonosze,Turistické známky,47,Schronisko PTTK na Przełęczy Okraj,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-na-przeleczy-okraj-c47,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0228,Szwajcarka,Polsko,Rudawy Janowickie,Turistické známky,34,Schronisko PTTK Szwajcarka - Góry Sokole,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-szwajcarka-gory-sokole-c34,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0229,Stacja Turystyczna Orle,Polsko,Góry Izerskie,Turistické vizitky / Wander Card,PL-43,Turistická chata Orle,https://cs.wander-book.com/turisticka-chata-orle-m6566.htm,aktivní v katalogu Wander Book,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0229,Stacja Turystyczna Orle,Polsko,Góry Izerskie,Turistické známky,85,Stacja Turystyczna Orle,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/stacja-turystyczna-orle-c85,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0230,Chatka Górzystów,Polsko,Góry Izerskie,Turistické vizitky / Wander Card,PL-89,Chatka Górzystów,https://cs.wander-book.com/chatka-gorzystow-m6513.htm,aktivní v katalogu Wander Book,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0230,Chatka Górzystów,Polsko,Góry Izerskie,Turistické známky,86,Chatka Górzystów,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/chatka-gorzystow-c86,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0231,Na Stogu Izerskim,Polsko,Góry Izerskie,Turistické vizitky / Wander Card,PL-86,Turistická chata na Jizerském stohu,https://cs.wander-book.com/turisticka-chata-na-jizerskem-stohu-m6523.htm,aktivní v katalogu Wander Book,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0231,Na Stogu Izerskim,Polsko,Góry Izerskie,Turistické známky,87,Schronisko PTTK na Stogu Izerskim,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-na-stogu-izerskim-c87,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0234,Schronisko Jagodna,Polsko,Góry Bystrzyckie,Turistické známky,45,Schronisko PTTK Jagodna,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-jagodna-c45,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0235,Schronisko Pod Muflonem,Polsko,Góry Bystrzyckie,Turistické známky,37,Schronisko PTTK Pod Muflonem,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-pod-muflonem-c37,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0236,Schronisko Na Śnieżniku,Polsko,Masyw Śnieżnika,Turistické známky,148,Schronisko PTTK na Śnieżniku,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-na-sniezniku-c148,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0238,Andrzejówka,Polsko,Góry Kamienne,Turistické známky,32,Schronisko PTTK Andrzejówka,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-andrzejowka-c32,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0239,Pasterka,Polsko,Góry Stołowe,Turistické známky,30,Schronisko PTTK Pasterka,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-pasterka-c30,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0240,Na Szczelińcu,Polsko,Góry Stołowe,Turistické známky,31,Najstarsze w Polsce Schronisko PTTK na Szczelińcu Wielkim,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/najstarsze-w-polsce-schronisko-pttk-na-szczelincu-wielkim-c31,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0241,Zygmuntówka,Polsko,Góry Sowie,Turistické známky,46,Schronisko PTTK Zygmuntówka na Przełęczy Jugowskiej,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-zygmuntowka-na-przeleczy-jugowskiej-c46,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0242,Pod Kopą Biskupią,Polsko,Góry Opawskie,Turistické známky,155,Schronisko PTTK pod Biskupią Kopą,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-pod-biskupia-kopa-c155,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0243,Schronisko na Stożku,Polsko,Beskid Śląski,Turistické známky,54,Schronisko PTTK Stożek w Wiśle,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-stozek-w-wisle-c54,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0244,Schronisko na Soszowie,Polsko,Beskid Śląski,Turistické známky,180,Schronisko - Soszów - Wisła,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-soszow-wisla-c180,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0245,Schronisko na Równicy,Polsko,Beskid Śląski,Turistické známky,35,Schronisko Górskie Równica,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-gorskie-rownica-c35,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0247,Schronisko na Skrzycznem,Polsko,Beskid Śląski,Turistické známky,51,Schronisko PTTK Skrzyczne - Beskid Śląski,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-skrzyczne-beskid-slaski-c51,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0248,Schronisko Klimczok,Polsko,Beskid Śląski,Turistické známky,50,Schronisko Górskie PTTK Klimczok,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-gorskie-pttk-klimczok-c50,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0249,Schronisko na Błatniej,Polsko,Beskid Śląski,Turistické známky,48,Schronisko PTTK na Błatniej,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-na-blatniej-c48,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0250,Schronisko Szyndzielnia,Polsko,Beskid Śląski,Turistické známky,27,Schronisko PTTK na Szyndzielni,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-na-szyndzielni-c27,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0251,Schronisko na Wielkiej Raczy,Polsko,Beskid Żywiecki,Turistické známky,58,Schronisko PTTK Wielka Racza - Beskid Żywiecki,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-wielka-racza-beskid-zywiecki-c58,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0252,Schronisko na Przegibku,Polsko,Beskid Żywiecki,Turistické známky,57,Beskid Żywiecki - Schronisko PTTK na Przegibku,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/beskid-zywiecki-schronisko-pttk-na-przegibku-c57,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0253,Bacówka na Rycerzowej,Polsko,Beskid Żywiecki,Turistické známky,71,Schronisko PTTK Bacówka na Rycerzowej,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-bacowka-na-rycerzowej-c71,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0255,Schronisko Rysianka,Polsko,Beskid Żywiecki,Turistické známky,56,Rysianka - Beskid Żywiecki,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/rysianka-beskid-zywiecki-c56,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0256,Schronisko Lipowska,Polsko,Beskid Żywiecki,Turistické známky,55,Beskid Żywiecki - Hala Lipowska,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/beskid-zywiecki-hala-lipowska-c55,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0257,Schronisko Hala Miziowa,Polsko,Beskid Żywiecki,Turistické známky,53,Schronisko PTTK na Hali Miziowej,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-na-hali-miziowej-c53,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0258,Markowe Szczawiny,Polsko,Beskid Żywiecki,Turistické známky,62,Markowe Szczawiny - Babia Góra,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/markowe-szczawiny-babia-gora-c62,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0259,Hala Krupowa,Polsko,Beskid Żywiecki,Turistické známky,59,Schronisko PTTK na Hali Krupowej,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-na-hali-krupowej-c59,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0260,Morskie Oko,Polsko,Tatry Wysokie,Turistické známky,4,Schronisko PTTK w Tatrach - Morskie Oko,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-w-tatrach-morskie-oko-c4,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0261,Dolina Pięciu Stawów Polskich,Polsko,Tatry Wysokie,Turistické známky,6,Pięć Stawów - Schronisko PTTK,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/piec-stawow-schronisko-pttk-c6,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0262,Murowaniec,Polsko,Tatry Wysokie,Turistické známky,2,Murowaniec - Schronisko PTTK Hala Gąsienicowa,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/murowaniec-schronisko-pttk-hala-gasienicowa-c2,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0267,Dolina Roztoki,Polsko,Tatry Wysokie,Turistické známky,7,Schronisko PTTK im. Wincentego Pola w Dolinie Roztoki,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-im-wincentego-pola-w-dolinie-roztoki-c7,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0268,Schronisko Trzy Korony,Polsko,Pieniny,Turistické známky,726,Schronisko PTTK Trzy Korony - Sromowce Niżne,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-trzy-korony-sromowce-nizne-c726,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0269,Schronisko Orlica,Polsko,Pieniny,Turistické známky,13,Schronisko PTTK Orlica – Szczawnica,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-orlica-szczawnica-c13,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0274,Bacówka Pod Honem,Polsko,Bieszczady,Turistické známky,25,Bacówka PTTK pod Honem - Bieszczady,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/bacowka-pttk-pod-honem-bieszczady-c25,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
HUT-0275,Schronisko PTTK Komańcza,Polsko,Bieszczady,Turistické známky,42,Schronisko PTTK w Komańczy,https://www.znaczki-turystyczne.pl/znaczkowe-miejsca-turystyczne/schronisko-pttk-w-komanczy-c42,vedeno v oficiálním seznamu,přímá shoda objektu,A,neuvedeno,2026-07-22
