ID chaty,Chata,Země,Pohoří,Nejbližší obec / uzel,Pořadí,Výchozí bod,Typ výchozího bodu,Doprava / návaznost,Sezóna / omezení,Jistota,Zdrojové URL,Poznámka,Ověřeno k
HUT-0070,Horská chata Smrčník,Česko,Rychlebské hory,Lipová-lázně,2,"Lipová-lázně, centrum",lázeňská obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://jeseniky.cz/cz/vylety/,,2026-07-21
HUT-0071,Horská chata Férovka,Česko,Zlatohorská vrchovina,Zlaté Hory,1,"Rejvíz, autobusová zastávka / centrální parkoviště",horská osada + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://jeseniky.cz/cz/vylety/,,2026-07-21
HUT-0071,Horská chata Férovka,Česko,Zlatohorská vrchovina,Zlaté Hory,2,"Zlaté Hory, autobusové nádraží",město + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://jeseniky.cz/cz/vylety/,,2026-07-21
HUT-0072,Horská chata Kaste,Česko,Rychlebské hory,Petříkov,1,"Petříkov, konečná autobusu / parkoviště",horské středisko + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://jeseniky.cz/cz/vylety/,,2026-07-21
HUT-0072,Horská chata Kaste,Česko,Rychlebské hory,Petříkov,2,"Ramzová, železniční stanice",vlak + horské středisko,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://jeseniky.cz/cz/vylety/,,2026-07-21
HUT-0073,Bezručova chata na Lysé hoře,Česko,Moravskoslezské Beskydy,Ostravice,1,"Ostravice, železniční stanice",vlak + hlavní turistický uzel,vlak a autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.beskydyportal.cz/en/trasa/-from-ostravice-via-butoranka
https://www.bezrucovachata.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0073,Bezručova chata na Lysé hoře,Česko,Moravskoslezské Beskydy,Ostravice,2,"Malenovice, Rajská bouda / parkoviště",autobusová zastávka + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.beskydyportal.cz/en/trasa/-from-ostravice-via-butoranka
https://www.bezrucovachata.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0073,Bezručova chata na Lysé hoře,Česko,Moravskoslezské Beskydy,Ostravice,3,"Krásná, Visalaje – autobusová zastávka",horská autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.beskydyportal.cz/en/trasa/-from-ostravice-via-butoranka
https://www.bezrucovachata.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0074,Chata Emil Zátopek - Maraton,Česko,Moravskoslezské Beskydy,Ostravice,1,"Ostravice, železniční stanice",vlak + hlavní turistický uzel,vlak a autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.beskydyportal.cz/en/trasa/-from-ostravice-via-butoranka
https://www.chatalysahora.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0074,Chata Emil Zátopek - Maraton,Česko,Moravskoslezské Beskydy,Ostravice,2,"Malenovice, Rajská bouda / parkoviště",autobusová zastávka + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.beskydyportal.cz/en/trasa/-from-ostravice-via-butoranka
https://www.chatalysahora.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0074,Chata Emil Zátopek - Maraton,Česko,Moravskoslezské Beskydy,Ostravice,3,"Krásná, Visalaje – autobusová zastávka",horská autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.beskydyportal.cz/en/trasa/-from-ostravice-via-butoranka
https://www.chatalysahora.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0075,Chata Prašivá,Česko,Moravskoslezské Beskydy,Vyšní Lhoty,1,"Vyšní Lhoty, Oblesky – parkoviště / autobusová zastávka",parkoviště + autobusová zastávka,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chataprasiva.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0075,Chata Prašivá,Česko,Moravskoslezské Beskydy,Vyšní Lhoty,2,"Komorní Lhotka, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chataprasiva.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0076,Chata Kotař,Česko,Moravskoslezské Beskydy,Komorní Lhotka,1,"Komorní Lhotka, centrum / parkoviště",obec + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chata-kotar.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0076,Chata Kotař,Česko,Moravskoslezské Beskydy,Komorní Lhotka,2,"Morávka, Lipový – autobusová zastávka",horská autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chata-kotar.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0077,Chata Ropička,Česko,Moravskoslezské Beskydy,Řeka,1,"Řeka, konečná autobusu / parkoviště",horská obec + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.ropicka.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0077,Chata Ropička,Česko,Moravskoslezské Beskydy,Řeka,2,"Komorní Lhotka, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.ropicka.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0078,Chata Slavíč,Česko,Moravskoslezské Beskydy,Horní Lomná,1,"Horní Lomná, Přelač – autobusová zastávka",horská autobusová zastávka + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chataslavic.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0078,Chata Slavíč,Česko,Moravskoslezské Beskydy,Horní Lomná,2,"Horní Lomná, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chataslavic.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0079,Chata Kamenitý,Česko,Moravskoslezské Beskydy,Dolní Lomná,1,"Dolní Lomná, Matyščina louka / konečná autobusu",horská autobusová zastávka + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.kamenity.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0079,Chata Kamenitý,Česko,Moravskoslezské Beskydy,Dolní Lomná,2,"Mosty u Jablunkova, železniční stanice",vlak + obec,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.kamenity.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0080,Chata Kozubová,Česko,Moravskoslezské Beskydy,Milíkov,1,"Milíkov, Dědina – autobusová zastávka",obec + autobus,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.kozubova.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0080,Chata Kozubová,Česko,Moravskoslezské Beskydy,Milíkov,2,"Košařiska, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.kozubova.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0081,Horská chata Ostrý,Česko,Moravskoslezské Beskydy,Košařiska,1,"Košařiska, Milíř – autobusová zastávka / parkoviště",horská autobusová zastávka + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chataostry.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0081,Horská chata Ostrý,Česko,Moravskoslezské Beskydy,Košařiska,2,"Třinec, Tyra – konečná autobusu",horská autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chataostry.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0082,Horská chata Skalka,Česko,Moravskoslezské Beskydy,Mosty u Jablunkova,1,"Mosty u Jablunkova, železniční stanice / ski areál",vlak + horské středisko + parkoviště,vlak a autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chata-skalka.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0082,Horská chata Skalka,Česko,Moravskoslezské Beskydy,Mosty u Jablunkova,2,"Mosty u Jablunkova, Šance – autobusová zastávka",autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chata-skalka.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0083,Turistická chata Severka,Česko,Moravskoslezské Beskydy,Dolní Lomná,1,"Dolní Lomná, ski areál / autobusová zastávka",horské středisko + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.severka.eu/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0083,Turistická chata Severka,Česko,Moravskoslezské Beskydy,Dolní Lomná,2,"Mosty u Jablunkova, železniční stanice",vlak,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.severka.eu/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0084,Horská chata Gírová,Česko,Jablunkovské mezihoří,Mosty u Jablunkova,1,"Mosty u Jablunkova, železniční stanice / ski areál",vlak + horské středisko + parkoviště,vlak a autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chata-girova.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0084,Horská chata Gírová,Česko,Jablunkovské mezihoří,Mosty u Jablunkova,2,"Mosty u Jablunkova, Šance – autobusová zastávka",autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.chata-girova.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0085,Horský hotel Bahenec,Česko,Slezské Beskydy,Písek u Jablunkova,1,"Písek u Jablunkova, Bahenec – parkoviště",horský areál + parkoviště,regionální autobus do Písku u Jablunkova,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.bahenec.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0085,Horský hotel Bahenec,Česko,Slezské Beskydy,Písek u Jablunkova,2,"Písek u Jablunkova, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.bahenec.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0086,Chata Javorový,Česko,Moravskoslezské Beskydy,Třinec,1,"Oldřichovice, dolní stanice lanovky Javorový / autobusová zastávka",dolní stanice lanovky + autobus + parkoviště,autobus z Třince; sedačková lanovka na Javorový,"lanovka celoročně podle zveřejněného jízdního řádu, s pravidelnými odstávkami",A,"https://www.lanovkajavorovy.cz/lanovka
https://www.info-trinec.cz/o-meste/turisticke-trasy/
https://www.lanovkajavorovy.cz/",Nejpraktičtější nástup je u dolní stanice v Oldřichovicích. Lanovka zkrátí výstup téměř k chatě; pěší klasika vede od vodárny nebo autobusové zastávky.,2026-07-21
HUT-0086,Chata Javorový,Česko,Moravskoslezské Beskydy,Třinec,2,"Javorový, horní stanice lanovky",horní stanice lanovky,,"lanovka celoročně podle zveřejněného jízdního řádu, s pravidelnými odstávkami",A,"https://www.lanovkajavorovy.cz/lanovka
https://www.info-trinec.cz/o-meste/turisticke-trasy/
https://www.lanovkajavorovy.cz/",Nejpraktičtější nástup je u dolní stanice v Oldřichovicích. Lanovka zkrátí výstup téměř k chatě; pěší klasika vede od vodárny nebo autobusové zastávky.,2026-07-21
HUT-0086,Chata Javorový,Česko,Moravskoslezské Beskydy,Třinec,3,"Oldřichovice, u vodárny / rozcestí ke Kozinci",autobusová zastávka + pěší nástup,,"lanovka celoročně podle zveřejněného jízdního řádu, s pravidelnými odstávkami",A,"https://www.lanovkajavorovy.cz/lanovka
https://www.info-trinec.cz/o-meste/turisticke-trasy/
https://www.lanovkajavorovy.cz/",Nejpraktičtější nástup je u dolní stanice v Oldřichovicích. Lanovka zkrátí výstup téměř k chatě; pěší klasika vede od vodárny nebo autobusové zastávky.,2026-07-21
HUT-0087,Chata na Radhošti,Česko,Moravskoslezské Beskydy,Dolní Bečva,1,"Pustevny, horní stanice lanovky / autobusová zastávka",horní stanice lanovky + horské středisko,lanovka z Trojanovic; autobus z Prostřední Bečvy,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.chataradhost.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0087,Chata na Radhošti,Česko,Moravskoslezské Beskydy,Dolní Bečva,2,"Trojanovice, Ráztoka – dolní stanice lanovky",dolní stanice lanovky + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.chataradhost.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0087,Chata na Radhošti,Česko,Moravskoslezské Beskydy,Dolní Bečva,3,"Rožnov pod Radhoštěm, autobusové nádraží",město + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.chataradhost.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0088,Libušín,Česko,Moravskoslezské Beskydy,Prostřední Bečva,1,"Pustevny, horní stanice lanovky / autobusová zastávka",horní stanice lanovky + horské středisko,lanovka z Trojanovic; autobus z Prostřední Bečvy,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.pustevny.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0088,Libušín,Česko,Moravskoslezské Beskydy,Prostřední Bečva,2,"Trojanovice, Ráztoka – dolní stanice lanovky",dolní stanice lanovky + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.pustevny.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0089,Maměnka,Česko,Moravskoslezské Beskydy,Prostřední Bečva,1,"Pustevny, horní stanice lanovky / autobusová zastávka",horní stanice lanovky + horské středisko,lanovka z Trojanovic; autobus z Prostřední Bečvy,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.pustevny.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0089,Maměnka,Česko,Moravskoslezské Beskydy,Prostřední Bečva,2,"Trojanovice, Ráztoka – dolní stanice lanovky",dolní stanice lanovky + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.pustevny.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0090,Hotel Tanečnica,Česko,Moravskoslezské Beskydy,Prostřední Bečva,1,"Pustevny, horní stanice lanovky / autobusová zastávka",horní stanice lanovky + horské středisko,lanovka z Trojanovic; autobus z Prostřední Bečvy,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.tanecnica.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0090,Hotel Tanečnica,Česko,Moravskoslezské Beskydy,Prostřední Bečva,2,"Trojanovice, Ráztoka – dolní stanice lanovky",dolní stanice lanovky + autobus + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.tanecnica.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0091,Chata Martiňák,Česko,Moravskoslezské Beskydy,Horní Bečva,1,"Horní Bečva, přehrada / autobusová zastávka",horská obec + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.martinak.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0091,Chata Martiňák,Česko,Moravskoslezské Beskydy,Horní Bečva,2,"Pustevny, autobusová zastávka / horní stanice lanovky",horské středisko + lanovka,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.martinak.cz/
https://www.beskydyportal.cz/cz/trasy",,2026-07-21
HUT-0092,Horská chata Mír,Česko,Moravskoslezské Beskydy,Dolní Bečva,1,"Dolní Bečva, centrum / autobusová zastávka",obec + autobus,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.beskydyportal.cz/cz/trasy,,2026-07-21
HUT-0092,Horská chata Mír,Česko,Moravskoslezské Beskydy,Dolní Bečva,2,"Pustevny, autobusová zastávka",horské středisko + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.beskydyportal.cz/cz/trasy,,2026-07-21
HUT-0093,Chata Vsacký Cáb,Česko,Vsetínské vrchy,Vsetín,1,"Vsetín, Dušná – autobusová zastávka",horská autobusová zastávka + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.vsackycab.cz/
https://www.visit-valassko.cz/",,2026-07-21
HUT-0093,Chata Vsacký Cáb,Česko,Vsetínské vrchy,Vsetín,2,"Vsetín, Semetín",okraj města + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.vsackycab.cz/
https://www.visit-valassko.cz/",,2026-07-21
HUT-0094,Horský hotel Kohútka,Česko,Javorníky,Nový Hrozenkov,1,"Nový Hrozenkov, Vranča – autobusová zastávka / parkoviště",horská autobusová zastávka + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.kohutka.cz/
https://www.visit-valassko.cz/",,2026-07-21
HUT-0094,Horský hotel Kohútka,Česko,Javorníky,Nový Hrozenkov,2,"Kohútka, centrální parkoviště",hřebenové parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.kohutka.cz/
https://www.visit-valassko.cz/",,2026-07-21
HUT-0094,Horský hotel Kohútka,Česko,Javorníky,Nový Hrozenkov,3,"Lazy pod Makytou, Čertov – autobusová zastávka",přeshraniční autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.kohutka.cz/
https://www.visit-valassko.cz/",,2026-07-21
HUT-0095,Horský hotel Portáš,Česko,Javorníky,Nový Hrozenkov,1,"Nový Hrozenkov, Vranča – autobusová zastávka / parkoviště",horská autobusová zastávka + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.hotelportas.cz/
https://www.visit-valassko.cz/",,2026-07-21
HUT-0095,Horský hotel Portáš,Česko,Javorníky,Nový Hrozenkov,2,"Kohútka, centrální parkoviště",hřebenové parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.hotelportas.cz/
https://www.visit-valassko.cz/",,2026-07-21
HUT-0095,Horský hotel Portáš,Česko,Javorníky,Nový Hrozenkov,3,"Lazy pod Makytou, Čertov – autobusová zastávka",přeshraniční autobusová zastávka,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.hotelportas.cz/
https://www.visit-valassko.cz/",,2026-07-21
HUT-0096,Horský hotel Čarták,Česko,Vsetínské vrchy,Hutisko-Solanec,1,"Soláň, Čarták – autobusová zastávka / parkoviště",hřebenová autobusová zastávka + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.cartak.cz/
https://www.visit-valassko.cz/",,2026-07-21
HUT-0096,Horský hotel Čarták,Česko,Vsetínské vrchy,Hutisko-Solanec,2,"Velké Karlovice, centrum",obec + vlak + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.cartak.cz/
https://www.visit-valassko.cz/",,2026-07-21
HUT-0097,Chata Kusalíno,Česko,Vsetínské vrchy,Janová,1,"Janová, centrum / autobusová zastávka",obec + autobus + pěší nástup,regionální autobus; železniční zastávka Janová v obci,celoročně; v zimě podle sjízdnosti a sněhových podmínek,B,"https://kct.cz/chaty/chata-kusalino/
https://www.janova.cz/sluzby/turistika/",Chata leží na janovských pasekách. Nejlogičtější nástup vede ze středu Janové do údolí Hořansko a na žlutě značený hřeben.,2026-07-21
HUT-0097,Chata Kusalíno,Česko,Vsetínské vrchy,Janová,2,"Janová, železniční zastávka",vlak + obec,,celoročně; v zimě podle sjízdnosti a sněhových podmínek,B,"https://kct.cz/chaty/chata-kusalino/
https://www.janova.cz/sluzby/turistika/",Chata leží na janovských pasekách. Nejlogičtější nástup vede ze středu Janové do údolí Hořansko a na žlutě značený hřeben.,2026-07-21
HUT-0097,Chata Kusalíno,Česko,Vsetínské vrchy,Janová,3,"Vsetín, železniční stanice","vlak + město, návazný autobus nebo delší pěší trasa",,celoročně; v zimě podle sjízdnosti a sněhových podmínek,B,"https://kct.cz/chaty/chata-kusalino/
https://www.janova.cz/sluzby/turistika/",Chata leží na janovských pasekách. Nejlogičtější nástup vede ze středu Janové do údolí Hořansko a na žlutě značený hřeben.,2026-07-21
HUT-0098,Chata KČT Prášily,Česko,Šumava,Prášily,1,"Prášily, centrum / autobusová zastávka",horská obec + autobus + parkoviště,Zelené linky Šumavy a regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.npsumava.cz/en/odkud/prasil-en/
https://www.chataprasily.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0099,Horská chata Pancíř,Česko,Šumava,Železná Ruda,1,"Špičák, železniční stanice / dolní stanice lanovky Pancíř",vlak + dolní stanice lanovky + parkoviště,vlak a sedačková lanovka,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.pancir.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0099,Horská chata Pancíř,Česko,Šumava,Železná Ruda,2,"Pancíř, horní stanice lanovky",horní stanice lanovky,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.pancir.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0099,Horská chata Pancíř,Česko,Šumava,Železná Ruda,3,"Železná Ruda, centrum",město + vlak + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.pancir.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0100,Horský hotel Rovina,Česko,Šumava,Hartmanice,1,"Dobrá Voda u Hartmanic, parkoviště / autobusová zastávka",horská osada + autobus + parkoviště,regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.hotelrovina.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0100,Horský hotel Rovina,Česko,Šumava,Hartmanice,2,"Hartmanice, náměstí",město + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,"https://www.hotelrovina.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0101,Klostermannova chata,Česko,Šumava,Modrava,1,"Modrava, centrum / autobusová zastávka",horská obec + autobus + parkoviště,Zelené linky Šumavy a cyklobusy,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.klostermannovachata.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0102,Horský hotel Churáňov,Česko,Šumava,Stachy,1,"Zadov-Churáňov, Kobyla – parkoviště / autobusová zastávka",horské středisko + autobus + parkoviště,regionální autobus / cyklobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.churanov.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0102,Horský hotel Churáňov,Česko,Šumava,Stachy,2,"Stachy, centrum",obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.churanov.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0103,Chata Zlatá Studna,Česko,Šumava,Horská Kvilda,1,"Horská Kvilda, centrum / autobusová zastávka",horská obec + autobus + parkoviště,Zelené linky Šumavy,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.npsumava.cz/tipy-na-vylety/,,2026-07-21
HUT-0103,Chata Zlatá Studna,Česko,Šumava,Horská Kvilda,2,"Kvilda, centrum",horská obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,B,https://www.npsumava.cz/tipy-na-vylety/,,2026-07-21
HUT-0104,Hotel Alpská vyhlídka,Česko,Šumava,Kvilda,1,"Kvilda, centrum / autobusová zastávka",horská obec + autobus + parkoviště,Zelené linky Šumavy a regionální autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.alpskavyhlidka.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0105,Hotel Belveder,Česko,Šumava,Železná Ruda,1,"Železná Ruda, centrum / železniční stanice",město + vlak + autobus,vlak a autobus,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.hotelbelveder.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0105,Hotel Belveder,Česko,Šumava,Železná Ruda,2,"Špičák, železniční stanice",vlak + horské středisko,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.hotelbelveder.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0106,Chata na Špičáku,Česko,Šumava,Železná Ruda,1,"Špičák, železniční stanice / parkoviště",vlak + horské středisko + parkoviště,vlak,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.npsumava.cz/tipy-na-vylety/,,2026-07-21
HUT-0106,Chata na Špičáku,Česko,Šumava,Železná Ruda,2,"Špičák, dolní stanice lanovky",dolní stanice lanovky,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,https://www.npsumava.cz/tipy-na-vylety/,,2026-07-21
HUT-0107,Turnerova chata,Česko,Šumava,Rejštejn,1,"Antýgl, autobusová zastávka / parkoviště",autobusová zastávka + parkoviště,Zelené linky Šumavy,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.turnerovachata.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0107,Turnerova chata,Česko,Šumava,Rejštejn,2,"Čeňkova Pila, autobusová zastávka",autobusová zastávka + parkoviště,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.turnerovachata.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0107,Turnerova chata,Česko,Šumava,Rejštejn,3,"Srní, centrum",horská obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.turnerovachata.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0108,Antýgl,Česko,Šumava,Srní,1,"Antýgl, autobusová zastávka / parkoviště",autobusová zastávka + parkoviště,Zelené linky Šumavy,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.antygl.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0108,Antýgl,Česko,Šumava,Srní,2,"Srní, centrum",horská obec + autobus,,celoročně; vždy ověřit aktuální stav cest a dopravy,A,"https://www.antygl.cz/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0109,Horská chata Bučina,Česko,Šumava,Kvilda,1,"Kvilda, centrum / autobusová zastávka",horská obec + autobus + parkoviště,sezónní autobus Kvilda–Bučina,hlavně květen až říjen; přesný provoz zelených autobusů je sezónní,A,"https://www.npsumava.cz/navstivte-sumavu/zelene-linky-sumavy-2026/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0109,Horská chata Bučina,Česko,Šumava,Kvilda,2,"Bučina, konečná sezónního autobusu",hřebenová autobusová zastávka,,hlavně květen až říjen; přesný provoz zelených autobusů je sezónní,A,"https://www.npsumava.cz/navstivte-sumavu/zelene-linky-sumavy-2026/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
HUT-0109,Horská chata Bučina,Česko,Šumava,Kvilda,3,"Finsterau, Igelbus",přeshraniční turistický autobus,,hlavně květen až říjen; přesný provoz zelených autobusů je sezónní,A,"https://www.npsumava.cz/navstivte-sumavu/zelene-linky-sumavy-2026/
https://www.npsumava.cz/tipy-na-vylety/",,2026-07-21
